corridor_encoded,event_cause_encoded,vehicle_type_encoded,police_station_encoded,zone_encoded,hour_of_day,day_of_week,month,is_peak_hour,is_weekend,is_night,hour_sin,hour_cos,is_high_priority_corridor,is_non_corridor,has_vehicle_type,has_zone,station_load,y_closure,y_priority,y_duration,id,corridor,event_cause,priority,cause_corridor_key,cause_priority_key,cause_station_key,police_station,zone,is_stale_active
12,14,8,14,2,3,3,12,0,0,1,0.7071067811865476,0.7071067811865476,1,0,1,1,361,0,1,14.823477983333332,FKID007077,ORR East 1,vehicle_breakdown,High,vehicle_breakdown_ORR East 1,vehicle_breakdown_High,vehicle_breakdown_HAL Old Airport,HAL Old Airport,East Zone 1,0
11,14,2,44,1,4,3,12,0,0,1,0.8660254037844386,0.5000000000000001,0,1,1,1,123,0,0,44.15008491666666,FKID007078,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Sheshadripuram,Sheshadripuram,Central Zone 2,0
11,14,9,17,1,4,3,12,0,0,1,0.8660254037844386,0.5000000000000001,0,1,1,1,297,0,0,27.336794750000003,FKID007079,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
11,14,5,17,1,5,3,12,0,0,1,0.9659258262890683,0.25881904510252074,0,1,1,1,297,0,0,,FKID007080,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
12,6,0,37,7,5,3,12,0,0,1,0.9659258262890683,0.25881904510252074,1,0,0,1,116,0,1,,FKID007081,ORR East 1,others,High,others_ORR East 1,others_High,others_Mico Layout,Mico Layout,South Zone 2,1
10,14,8,17,1,5,3,12,0,0,1,0.9659258262890683,0.25881904510252074,1,0,1,1,297,0,1,,FKID007082,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
11,14,4,17,1,6,3,12,0,0,0,1.0,6.123233995736766e-17,0,1,1,1,297,0,0,,FKID007083,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
10,14,2,17,1,6,3,12,0,0,0,1.0,6.123233995736766e-17,1,0,1,1,297,0,1,47.80724921666667,FKID007084,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
10,14,2,17,1,6,3,12,0,0,0,1.0,6.123233995736766e-17,1,0,1,1,297,1,1,6.048961883333333,FKID007085,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
8,14,2,0,7,7,3,12,0,0,0,0.9659258262890683,-0.25881904510252063,0,0,1,1,120,0,1,,FKID007086,IRR(Thanisandra road),vehicle_breakdown,High,vehicle_breakdown_IRR(Thanisandra road),vehicle_breakdown_High,vehicle_breakdown_Adugodi,Adugodi,South Zone 2,0
19,2,0,39,8,8,3,12,1,0,0,0.8660254037844387,-0.4999999999999998,1,0,0,1,178,0,1,46.73368636666667,FKID007087,Tumkur Road,accident,High,accident_Tumkur Road,accident_High,accident_Peenya,Peenya,West Zone 1,0
10,14,7,34,1,18,3,12,1,0,0,-1.0,-1.8369701987210297e-16,1,0,1,1,142,0,1,,FKID007088,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Magadi Road,Magadi Road,Central Zone 2,0
10,14,7,34,1,18,3,12,1,0,0,-1.0,-1.8369701987210297e-16,1,0,1,1,142,0,1,,FKID007089,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Magadi Road,Magadi Road,Central Zone 2,0
10,14,7,34,1,19,3,12,1,0,0,-0.9659258262890684,0.2588190451025203,1,0,1,1,142,0,1,,FKID007090,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Magadi Road,Magadi Road,Central Zone 2,0
10,14,7,6,1,19,3,12,1,0,0,-0.9659258262890684,0.2588190451025203,1,0,1,1,297,0,1,,FKID007091,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Byatarayanapura,Byatarayanapura,Central Zone 2,0
11,14,6,16,0,19,3,12,1,0,0,-0.9659258262890684,0.2588190451025203,0,1,1,1,118,0,0,,FKID007092,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Halasur,Halasur,Central Zone 1,0
11,14,3,4,1,19,3,12,1,0,0,-0.9659258262890684,0.2588190451025203,0,1,1,1,47,0,0,,FKID007093,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Basavanagudi,Basavanagudi,Central Zone 2,0
10,14,5,10,1,19,3,12,1,0,0,-0.9659258262890684,0.2588190451025203,1,0,1,1,27,0,1,71.89760106666667,FKID007094,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_City Market,City Market,Central Zone 2,0
10,6,0,11,0,20,3,12,1,0,0,-0.8660254037844386,0.5000000000000001,1,0,0,1,212,0,1,,FKID007095,Mysore Road,others,High,others_Mysore Road,others_High,others_Cubbon Park,Cubbon Park,Central Zone 1,0
19,14,7,53,8,20,3,12,1,0,0,-0.8660254037844386,0.5000000000000001,1,0,1,1,280,0,1,173.42698381666665,FKID007096,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Yeshwanthpura,Yeshwanthpura,West Zone 1,0
0,14,7,19,3,20,3,12,1,0,0,-0.8660254037844386,0.5000000000000001,0,0,1,1,276,0,1,,FKID007097,Airport New South Road,vehicle_breakdown,High,vehicle_breakdown_Airport New South Road,vehicle_breakdown_High,vehicle_breakdown_Hennuru,Hennuru,East Zone 2,0
11,14,2,33,7,20,3,12,1,0,0,-0.8660254037844386,0.5000000000000001,0,1,1,1,184,0,0,,FKID007098,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Madiwala,Madiwala,South Zone 2,0
19,14,6,53,9,21,3,12,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,1,1,280,0,1,38.45392828333333,FKID007099,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Yeshwanthpura,Yeshwanthpura,West Zone 2,0
10,6,0,31,8,21,3,12,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,0,1,44,1,1,33.48906055,FKID007100,Mysore Road,others,High,others_Mysore Road,others_High,others_Kengeri,Kengeri,West Zone 1,0
10,14,2,6,9,21,3,12,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,1,1,297,0,1,43.98374376666666,FKID007101,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Byatarayanapura,Byatarayanapura,West Zone 2,0
11,14,7,1,0,21,3,12,0,0,0,-0.7071067811865477,0.7071067811865474,0,1,1,1,171,0,0,,FKID007102,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Ashok Nagar,Ashok Nagar,Central Zone 1,0
16,14,2,2,9,22,3,12,0,0,1,-0.5000000000000004,0.8660254037844384,1,0,1,1,102,0,1,44.5321139,FKID007103,ORR West 1,vehicle_breakdown,High,vehicle_breakdown_ORR West 1,vehicle_breakdown_High,vehicle_breakdown_Banashankari,Banashankari,West Zone 2,0
11,14,7,51,1,22,3,12,0,0,1,-0.5000000000000004,0.8660254037844384,0,1,1,1,105,0,0,,FKID007104,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Wilson Garden,Wilson Garden,Central Zone 2,0
11,14,6,20,1,22,3,12,0,0,1,-0.5000000000000004,0.8660254037844384,0,1,1,1,185,0,0,16.580316616666668,FKID007105,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_High ground,High ground,Central Zone 2,0
10,14,2,17,1,23,3,12,0,0,1,-0.25881904510252157,0.9659258262890681,1,0,1,1,297,0,1,,FKID007106,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
2,14,3,41,5,23,3,12,0,0,1,-0.25881904510252157,0.9659258262890681,1,0,1,1,127,0,1,,FKID007107,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_R.T. Nagar,R.T. Nagar,North Zone 2,0
2,14,3,43,9,23,3,12,0,0,1,-0.25881904510252157,0.9659258262890681,1,0,1,1,302,0,1,12.5869507,FKID007108,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Sadashivanagar,Sadashivanagar,West Zone 2,0
11,14,3,28,3,23,3,12,0,0,1,-0.25881904510252157,0.9659258262890681,0,1,1,1,228,0,0,,FKID007109,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_K.R. Pura,K.R. Pura,East Zone 2,0
19,14,8,53,9,0,4,12,0,0,1,0.0,1.0,1,0,1,1,280,0,1,20.0987703,FKID007110,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Yeshwanthpura,Yeshwanthpura,West Zone 2,0
11,14,5,7,1,0,4,12,0,0,1,0.0,1.0,0,1,1,1,192,0,0,6.931877533333333,FKID007111,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Chamarajpet,Chamarajpet,Central Zone 2,0
11,14,2,51,7,0,4,12,0,0,1,0.0,1.0,0,1,1,1,105,0,0,74.30124980000001,FKID007112,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Wilson Garden,Wilson Garden,South Zone 2,0
18,16,0,11,0,2,4,12,0,0,1,0.49999999999999994,0.8660254037844387,1,0,0,1,212,0,1,,FKID007113,Old Madras Road,water_logging,High,water_logging_Old Madras Road,water_logging_High,water_logging_Cubbon Park,Cubbon Park,Central Zone 1,1
18,16,0,11,0,2,4,12,0,0,1,0.49999999999999994,0.8660254037844387,1,0,0,1,212,0,1,,FKID007114,Old Madras Road,water_logging,High,water_logging_Old Madras Road,water_logging_High,water_logging_Cubbon Park,Cubbon Park,Central Zone 1,1
11,2,0,6,8,2,4,12,0,0,1,0.49999999999999994,0.8660254037844387,0,1,0,1,297,0,0,,FKID007115,Non-corridor,accident,Low,accident_Non-corridor,accident_Low,accident_Byatarayanapura,Byatarayanapura,West Zone 1,0
5,14,2,11,1,4,4,12,0,0,1,0.8660254037844386,0.5000000000000001,1,0,1,1,212,0,1,15.845159116666668,FKID007116,CBD 2,vehicle_breakdown,High,vehicle_breakdown_CBD 2,vehicle_breakdown_High,vehicle_breakdown_Cubbon Park,Cubbon Park,Central Zone 2,0
11,7,0,40,4,5,4,12,0,0,1,0.9659258262890683,0.25881904510252074,0,1,0,1,74,0,0,,FKID007117,Non-corridor,pot_holes,Low,pot_holes_Non-corridor,pot_holes_Low,pot_holes_Pulikeshinagar(F.Town),Pulikeshinagar(F.Town),North Zone 1,0
11,7,0,40,4,5,4,12,0,0,1,0.9659258262890683,0.25881904510252074,0,1,0,1,74,0,0,,FKID007118,Non-corridor,pot_holes,Low,pot_holes_Non-corridor,pot_holes_Low,pot_holes_Pulikeshinagar(F.Town),Pulikeshinagar(F.Town),North Zone 1,0
19,14,5,53,8,5,4,12,0,0,1,0.9659258262890683,0.25881904510252074,1,0,1,1,280,0,1,,FKID007119,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Yeshwanthpura,Yeshwanthpura,West Zone 1,0
6,14,2,27,4,6,4,12,0,0,0,1.0,6.123233995736766e-17,0,0,1,1,74,0,1,,FKID007120,Hennur Main Road,vehicle_breakdown,High,vehicle_breakdown_Hennur Main Road,vehicle_breakdown_High,vehicle_breakdown_K.G. Halli,K.G. Halli,North Zone 1,0
6,14,2,19,4,6,4,12,0,0,0,1.0,6.123233995736766e-17,0,0,1,1,276,0,1,,FKID007121,Hennur Main Road,vehicle_breakdown,High,vehicle_breakdown_Hennur Main Road,vehicle_breakdown_High,vehicle_breakdown_Hennuru,Hennuru,North Zone 1,0
11,14,2,22,7,6,4,12,0,0,0,1.0,6.123233995736766e-17,0,1,1,1,124,0,0,,FKID007122,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_J.P. Nagar,J.P. Nagar,South Zone 2,0
11,14,2,22,7,6,4,12,0,0,0,1.0,6.123233995736766e-17,0,1,1,1,124,0,0,,FKID007123,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_J.P. Nagar,J.P. Nagar,South Zone 2,0
14,14,3,3,0,7,4,12,0,0,0,0.9659258262890683,-0.25881904510252063,1,0,1,1,245,0,1,,FKID007124,ORR North 1,vehicle_breakdown,High,vehicle_breakdown_ORR North 1,vehicle_breakdown_High,vehicle_breakdown_Banaswadi,Banaswadi,Central Zone 1,0
10,14,5,6,8,6,5,12,0,1,0,1.0,6.123233995736766e-17,1,0,1,1,297,1,1,,FKID007125,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Byatarayanapura,Byatarayanapura,West Zone 1,0
10,14,6,7,1,18,4,12,1,0,0,-1.0,-1.8369701987210297e-16,1,0,1,1,192,0,1,,FKID007126,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Chamarajpet,Chamarajpet,Central Zone 2,0
21,14,3,36,9,19,4,12,1,0,0,-0.9659258262890684,0.2588190451025203,1,0,1,1,80,0,1,119.55588141666668,FKID007127,West of Chord Road,vehicle_breakdown,High,vehicle_breakdown_West of Chord Road,vehicle_breakdown_High,vehicle_breakdown_Malleshwaram,Malleshwaram,West Zone 2,0
11,14,2,44,1,21,4,12,0,0,0,-0.7071067811865477,0.7071067811865474,0,1,1,1,123,0,0,8.934634983333332,FKID007128,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Sheshadripuram,Sheshadripuram,Central Zone 2,0
5,6,0,11,1,20,4,12,1,0,0,-0.8660254037844386,0.5000000000000001,1,0,0,1,212,0,1,14.21674075,FKID007129,CBD 2,others,High,others_CBD 2,others_High,others_Cubbon Park,Cubbon Park,Central Zone 2,0
10,14,9,17,1,21,4,12,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,1,1,297,0,1,,FKID007130,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
11,14,2,2,9,21,4,12,0,0,0,-0.7071067811865477,0.7071067811865474,0,1,1,1,102,0,0,,FKID007131,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Banashankari,Banashankari,West Zone 2,0
7,6,0,1,0,21,4,12,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,0,1,171,0,1,,FKID007132,Hosur Road,others,High,others_Hosur Road,others_High,others_Ashok Nagar,Ashok Nagar,Central Zone 1,1
2,14,6,20,1,22,4,12,0,0,1,-0.5000000000000004,0.8660254037844384,1,0,1,1,185,0,1,143.33777285,FKID007133,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_High ground,High ground,Central Zone 2,0
1,14,5,37,6,22,4,12,0,0,1,-0.5000000000000004,0.8660254037844384,0,0,1,1,116,0,1,,FKID007134,Bannerghata Road,vehicle_breakdown,High,vehicle_breakdown_Bannerghata Road,vehicle_breakdown_High,vehicle_breakdown_Mico Layout,Mico Layout,South Zone 1,0
2,4,0,32,4,23,4,12,0,0,1,-0.25881904510252157,0.9659258262890681,1,0,0,1,272,0,1,,FKID007135,Bellary Road 1,construction,High,construction_Bellary Road 1,construction_High,construction_Kodigehalli,Kodigehalli,North Zone 1,0
3,6,0,52,5,23,4,12,0,0,1,-0.25881904510252157,0.9659258262890681,1,0,0,1,377,0,1,1369.8670542833331,FKID007136,Bellary Road 2,others,High,others_Bellary Road 2,others_High,others_Yelahanka,Yelahanka,North Zone 2,0
11,4,0,0,0,23,4,12,0,0,1,-0.25881904510252157,0.9659258262890681,0,1,0,1,120,1,0,,FKID007137,Non-corridor,construction,Low,construction_Non-corridor,construction_Low,construction_Adugodi,Adugodi,Central Zone 1,0
19,6,0,8,5,0,5,12,0,1,1,0.0,1.0,1,0,0,1,118,0,1,,FKID007138,Tumkur Road,others,High,others_Tumkur Road,others_High,others_Chikkabanavara,Chikkabanavara,North Zone 2,1
2,14,8,41,5,1,5,12,0,1,1,0.25881904510252074,0.9659258262890683,1,0,1,1,127,0,1,,FKID007139,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_R.T. Nagar,R.T. Nagar,North Zone 2,0
19,14,5,53,8,1,5,12,0,1,1,0.25881904510252074,0.9659258262890683,1,0,1,1,280,0,1,18.01668828333333,FKID007140,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Yeshwanthpura,Yeshwanthpura,West Zone 1,0
10,14,3,17,1,2,5,12,0,1,1,0.49999999999999994,0.8660254037844387,1,0,1,1,297,0,1,,FKID007141,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
10,14,10,17,1,2,5,12,0,1,1,0.49999999999999994,0.8660254037844387,1,0,1,1,297,0,1,,FKID007142,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
19,14,4,53,8,2,5,12,0,1,1,0.49999999999999994,0.8660254037844387,1,0,1,1,280,0,1,,FKID007143,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Yeshwanthpura,Yeshwanthpura,West Zone 1,0
15,14,5,23,5,3,5,12,0,1,1,0.7071067811865476,0.7071067811865476,1,0,1,1,197,0,1,,FKID007144,ORR North 2,vehicle_breakdown,High,vehicle_breakdown_ORR North 2,vehicle_breakdown_High,vehicle_breakdown_Jalahalli,Jalahalli,North Zone 2,0
17,14,2,16,0,3,5,12,0,1,1,0.7071067811865476,0.7071067811865476,0,0,1,1,118,0,1,,FKID007145,Old Airport Road,vehicle_breakdown,High,vehicle_breakdown_Old Airport Road,vehicle_breakdown_High,vehicle_breakdown_Halasur,Halasur,Central Zone 1,0
8,14,3,25,0,3,5,12,0,1,1,0.7071067811865476,0.7071067811865476,0,0,1,1,127,0,1,,FKID007146,IRR(Thanisandra road),vehicle_breakdown,High,vehicle_breakdown_IRR(Thanisandra road),vehicle_breakdown_High,vehicle_breakdown_Jeevanbheemanagar,Jeevanbheemanagar,Central Zone 1,0
18,6,0,45,1,4,5,12,0,1,1,0.8660254037844386,0.5000000000000001,1,0,0,1,93,0,1,,FKID007147,Old Madras Road,others,High,others_Old Madras Road,others_High,others_Shivajinagar,Shivajinagar,Central Zone 2,1
5,14,2,11,1,6,5,12,0,1,0,1.0,6.123233995736766e-17,1,0,1,1,212,0,1,,FKID007148,CBD 2,vehicle_breakdown,High,vehicle_breakdown_CBD 2,vehicle_breakdown_High,vehicle_breakdown_Cubbon Park,Cubbon Park,Central Zone 2,0
1,14,2,22,7,6,5,12,0,1,0,1.0,6.123233995736766e-17,0,0,1,1,124,0,1,,FKID007149,Bannerghata Road,vehicle_breakdown,High,vehicle_breakdown_Bannerghata Road,vehicle_breakdown_High,vehicle_breakdown_J.P. Nagar,J.P. Nagar,South Zone 2,0
18,7,0,25,0,6,5,12,0,1,0,1.0,6.123233995736766e-17,1,0,0,1,127,0,1,,FKID007150,Old Madras Road,pot_holes,High,pot_holes_Old Madras Road,pot_holes_High,pot_holes_Jeevanbheemanagar,Jeevanbheemanagar,Central Zone 1,1
10,14,2,17,1,6,5,12,0,1,0,1.0,6.123233995736766e-17,1,0,1,1,297,1,1,,FKID007151,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
11,14,2,47,1,7,5,12,0,1,0,0.9659258262890683,-0.25881904510252063,0,1,1,1,63,0,0,,FKID007152,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Upparpet,Upparpet,Central Zone 2,0
11,14,2,47,1,7,5,12,0,1,0,0.9659258262890683,-0.25881904510252063,0,1,1,1,63,0,0,,FKID007153,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Upparpet,Upparpet,Central Zone 2,0
10,14,2,17,1,19,5,12,1,1,0,-0.9659258262890684,0.2588190451025203,1,0,1,1,297,0,1,,FKID007154,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
10,14,5,7,1,19,5,12,1,1,0,-0.9659258262890684,0.2588190451025203,1,0,1,1,192,0,1,22.29318775,FKID007155,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Chamarajpet,Chamarajpet,Central Zone 2,0
2,14,3,43,9,20,5,12,1,1,0,-0.8660254037844386,0.5000000000000001,1,0,1,1,302,0,1,,FKID007156,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Sadashivanagar,Sadashivanagar,West Zone 2,0
10,14,2,17,1,20,5,12,1,1,0,-0.8660254037844386,0.5000000000000001,1,0,1,1,297,0,1,,FKID007157,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,Central Zone 2,0
8,14,5,0,7,20,5,12,1,1,0,-0.8660254037844386,0.5000000000000001,0,0,1,1,120,0,1,,FKID007158,IRR(Thanisandra road),vehicle_breakdown,High,vehicle_breakdown_IRR(Thanisandra road),vehicle_breakdown_High,vehicle_breakdown_Adugodi,Adugodi,South Zone 2,0
16,14,2,6,9,20,5,12,1,1,0,-0.8660254037844386,0.5000000000000001,1,0,1,1,297,0,1,78.36581535,FKID007159,ORR West 1,vehicle_breakdown,High,vehicle_breakdown_ORR West 1,vehicle_breakdown_High,vehicle_breakdown_Byatarayanapura,Byatarayanapura,West Zone 2,0
11,6,0,51,1,20,5,12,1,1,0,-0.8660254037844386,0.5000000000000001,0,1,0,1,105,0,0,261.85771655,FKID007160,Non-corridor,others,Low,others_Non-corridor,others_Low,others_Wilson Garden,Wilson Garden,Central Zone 2,0
9,8,0,34,1,21,5,12,0,1,0,-0.7071067811865477,0.7071067811865474,1,0,0,1,142,0,1,85.82538333333333,FKID007161,Magadi Road,procession,High,procession_Magadi Road,procession_High,procession_Magadi Road,Magadi Road,Central Zone 2,0
19,14,5,39,8,21,5,12,0,1,0,-0.7071067811865477,0.7071067811865474,1,0,1,1,178,0,1,22.33721543333333,FKID007162,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Peenya,Peenya,West Zone 1,0
5,14,4,45,1,22,5,12,0,1,1,-0.5000000000000004,0.8660254037844384,1,0,1,1,93,0,1,,FKID007163,CBD 2,vehicle_breakdown,High,vehicle_breakdown_CBD 2,vehicle_breakdown_High,vehicle_breakdown_Shivajinagar,Shivajinagar,Central Zone 2,0
18,14,4,11,0,1,6,12,0,1,1,0.25881904510252074,0.9659258262890683,1,0,1,1,212,0,1,,FKID007164,Old Madras Road,vehicle_breakdown,High,vehicle_breakdown_Old Madras Road,vehicle_breakdown_High,vehicle_breakdown_Cubbon Park,Cubbon Park,Central Zone 1,0
10,14,2,6,9,2,6,12,0,1,1,0.49999999999999994,0.8660254037844387,1,0,1,1,297,0,1,,FKID007165,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Byatarayanapura,Byatarayanapura,West Zone 2,0
18,14,8,16,0,3,6,12,0,1,1,0.7071067811865476,0.7071067811865476,1,0,1,1,118,0,1,,FKID007166,Old Madras Road,vehicle_breakdown,High,vehicle_breakdown_Old Madras Road,vehicle_breakdown_High,vehicle_breakdown_Halasur,Halasur,Central Zone 1,0
11,6,0,41,1,3,6,12,0,1,1,0.7071067811865476,0.7071067811865476,0,1,0,1,127,0,0,4163.109783466667,FKID007167,Non-corridor,others,Low,others_Non-corridor,others_Low,others_R.T. Nagar,R.T. Nagar,Central Zone 2,0
18,7,0,16,0,5,6,12,0,1,1,0.9659258262890683,0.25881904510252074,1,0,0,1,118,0,1,,FKID007168,Old Madras Road,pot_holes,High,pot_holes_Old Madras Road,pot_holes_High,pot_holes_Halasur,Halasur,Central Zone 1,1
3,14,3,52,4,5,6,12,0,1,1,0.9659258262890683,0.25881904510252074,1,0,1,1,377,0,1,41.04432583333333,FKID007169,Bellary Road 2,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 2,vehicle_breakdown_High,vehicle_breakdown_Yelahanka,Yelahanka,North Zone 1,0
2,14,6,32,5,6,6,12,0,1,0,1.0,6.123233995736766e-17,1,0,1,1,272,0,1,25.451136216666665,FKID007170,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Kodigehalli,Kodigehalli,North Zone 2,0
3,14,5,52,4,6,6,12,0,1,0,1.0,6.123233995736766e-17,1,0,1,1,377,0,1,,FKID007171,Bellary Road 2,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 2,vehicle_breakdown_High,vehicle_breakdown_Yelahanka,Yelahanka,North Zone 1,0
11,14,3,28,3,6,6,12,0,1,0,1.0,6.123233995736766e-17,0,1,1,1,228,0,0,,FKID007172,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_K.R. Pura,K.R. Pura,East Zone 2,0
11,10,0,34,1,2,2,12,0,0,1,0.49999999999999994,0.8660254037844387,0,1,0,1,142,1,0,480.0,FKID007173,Non-corridor,public_event,Low,public_event_Non-corridor,public_event_Low,public_event_Magadi Road,Magadi Road,Central Zone 2,0
