id,event_type,event_cause,latitude,longitude,address,corridor,junction,zone,police_station,priority,requires_road_closure,vehicle_type,start_datetime,end_datetime,closed_datetime,status,is_stale_active,duration_mins,hour_of_day,day_of_week,month,is_high_priority_corridor,is_non_corridor,description,modified_datetime
FKID006235,unplanned,vehicle_breakdown,12.9569635,77.5488279,"Mysore Road, Corporation Layout, Kasturba Nagar, Bengaluru, Karnataka. Pin-560026 (India)",Mysore Road,toll gate mysore road,Central Zone 2,Magadi Road,High,False,lcv,2023-11-26 22:34:21.203000+00:00,,,closed,False,,22,6,11,True,False,Off road guddadahalli to toll near zudio shop  traffic no problem sir,2023-11-27 00:35:47.848278+00:00
FKID006236,unplanned,vehicle_breakdown,12.9569065,77.5491212,"Mysore Road, Corporation Layout, Kasturba Nagar, Bengaluru, Karnataka. Pin-560026 (India)",Mysore Road,toll gate mysore road,Central Zone 2,Magadi Road,High,False,lcv,2023-11-26 22:36:08.358000+00:00,,,closed,False,,22,6,11,True,False,Off road near zudio show room guddadahalli to toll,2023-11-27 01:35:47.799228+00:00
FKID006237,unplanned,vehicle_breakdown,12.9568062,77.5491629,"Mysore Road, Corporation Layout, Kasturba Nagar, Bengaluru, Karnataka. Pin-560026 (India)",Mysore Road,toll gate mysore road,Central Zone 2,Byatarayanapura,High,False,lcv,2023-11-26 22:38:17.055000+00:00,,2023-11-27 00:55:32.649264+00:00,closed,False,137.25990439999998,22,6,11,True,False,[LOCATION] to toll  near zudio show room,2023-11-27 00:55:32.649833+00:00
FKID006257,unplanned,vehicle_breakdown,12.9425141,77.5254893,"Mysore Road, Pantharapalya, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",Mysore Road,MysoreRd-RingRdJunc(Nayandanahallii),West Zone 1,Byatarayanapura,High,False,lcv,2023-11-27 20:59:11.463000+00:00,,2023-11-27 21:35:34.550386+00:00,closed,False,36.38478976666667,20,0,11,True,False,Traffic movement slow sir,2023-11-27 21:35:34.550883+00:00
FKID006302,unplanned,vehicle_breakdown,13.0282752,77.6325668,"MBT Road, Grace Town, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",Airport New South Road,HennurRoad-ORR Junc,North Zone 1,Hennuru,High,False,lcv,2023-11-28 21:18:41.822000+00:00,,,closed,False,,21,1,11,False,False,Aksal kating,2023-11-28 23:35:48.005149+00:00
FKID006310,unplanned,vehicle_breakdown,13.0082175,77.5718546,"Sankey Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Non-corridor,Malleswaram18thCrossRd-SampigeRdJunc,West Zone 2,Sadashivanagar,Low,False,lcv,2023-11-29 03:11:26.755000+00:00,,2023-11-29 03:37:21.831427+00:00,closed,False,25.91794045,3,2,11,False,True,This vehicle breakdown at 18th cross junction starting problem,2023-11-29 03:37:21.831915+00:00
FKID006316,unplanned,vehicle_breakdown,12.9267553,77.5480187,"Dr Rajkumar Puniya Bhoomi Road, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",ORR West 1,ItmaduJunction,West Zone 2,Banashankari,High,False,lcv,2023-11-29 06:23:36.460000+00:00,,2023-11-29 07:19:38.960271+00:00,closed,False,56.04167118333333,6,2,11,True,False,Ittamadu towards katregippe middle hero showroom opposite,2023-11-29 07:19:38.960814+00:00
FKID006328,unplanned,vehicle_breakdown,13.0158983,77.5634567,"CV Raman Road, CNR Rao Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",Tumkur Road,TataInstituteCircle,West Zone 2,Sadashivanagar,High,False,lcv,2023-12-02 02:55:08.550000+00:00,,,closed,False,,2,5,12,True,False,Tyre blast,2023-12-02 05:35:48.215299+00:00
FKID006342,unplanned,vehicle_breakdown,12.985467,77.6440847,"Old Madras Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",Old Madras Road,OldMadrasRd-80FeetRdJunc,Central Zone 1,Banaswadi,High,True,lcv,2023-11-30 00:33:36.699000+00:00,,,closed,False,,0,3,11,True,False,Breakdown,2023-11-30 02:35:47.671213+00:00
FKID006349,unplanned,vehicle_breakdown,12.9591628,77.6564583,"Old Airport Road, Kemp Fort Mall, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",Old Airport Road,ISRO Junction-Airport rd,Central Zone 1,Jeevanbheemanagar,High,False,lcv,2023-11-30 04:38:28.031000+00:00,,,closed,False,,4,3,11,False,False,Battery problem,2023-11-30 07:35:48.033634+00:00
FKID006352,unplanned,vehicle_breakdown,12.9846285,77.5721881,"BTS Bus Station Road, Old Mysore Road Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560023 (India)",Non-corridor,KrishnaFlourMill,Central Zone 2,Sheshadripuram,Low,False,lcv,2023-11-30 05:13:35.700000+00:00,,,closed,False,,5,3,11,False,True,Vehicle breakdown,2023-11-30 07:35:48.068509+00:00
FKID006353,unplanned,vehicle_breakdown,13.0428559,77.5141114,"Mumbai Bengaluru Highway, Sri Chaplamma Devi Circle, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",Tumkur Road,Chokasandra (Tumkur road),North Zone 2,Chikkabanavara,High,False,lcv,2023-11-30 05:25:24.987000+00:00,,,closed,False,,5,3,11,True,False,"Peenya flyover outgoing T dasarahalli junction on flyover lgv off road, vehicles one side moving towards nelamangala.",2023-11-30 07:35:48.091810+00:00
FKID006355,unplanned,vehicle_breakdown,13.0994681,77.5996034,"Bellary Road, Muneshwara Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,SantheCircle,North Zone 2,Yelahanka,High,False,lcv,2023-11-30 07:09:33.354000+00:00,,,closed,False,,7,3,11,True,False,Vehicle breakdown at raitharasante on flyover towards city due to starting problem sir traffic no problem sir,2023-11-30 09:35:47.873643+00:00
FKID006387,unplanned,vehicle_breakdown,12.8696027,77.6535417,"Electronics City Flyover, Sumadhura Essenza, Basapura, Bengaluru, Karnataka. Pin-560100 (India)",Hosur Road,NaganathapuraJunction,South Zone 2,Electronic City,High,False,lcv,2023-12-01 05:46:58.733000+00:00,,2023-12-01 06:11:07.056131+00:00,closed,False,24.13871885,5,4,12,True,False,Lgv offroad toward husharu on flyover nearhosaroda sir,2023-12-01 06:11:07.056612+00:00
FKID006391,unplanned,vehicle_breakdown,13.121748,77.6112371,"Bagaluru Main Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",Bellary Road 2,BagalurCrossJunc,North Zone 2,Yelahanka,High,False,lcv,2023-12-01 05:59:28.219000+00:00,,2023-12-01 06:11:58.259463+00:00,closed,False,12.500674383333335,5,4,12,True,False,Bagaluru onflyover to wards city lgv vehicle empty fuel sir traffic normal mument sir,2023-12-01 06:11:58.315501+00:00
FKID006393,unplanned,vehicle_breakdown,12.9610754,77.5591434,"Mysore Road, Kaniyar Colony, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",Mysore Road,SirsiCircle,Central Zone 2,Chamarajpet,High,False,lcv,2023-12-01 07:36:07.294000+00:00,,2023-12-01 07:46:28.665769+00:00,closed,False,10.356196149999999,7,4,12,True,False,Traffic no problem sir side [PERSON],2023-12-01 07:46:28.666281+00:00
FKID006396,unplanned,vehicle_breakdown,12.9712674,77.5664824,"Binny Mill Main Road, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",Non-corridor,BinnyMillJunction,Central Zone 2,Magadi Road,Low,False,lcv,2023-12-01 19:05:27.557000+00:00,,,closed,False,,19,4,12,False,True,Traffic one side moving sir,2023-12-01 21:35:47.802956+00:00
FKID006403,unplanned,vehicle_breakdown,12.9420143,77.6971725,"Outer Ring Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",ORR East 1,Kadubeesanahalli-ORR Junc,East Zone 1,HAL Old Airport,High,False,lcv,2023-12-01 21:53:32.337000+00:00,,2023-12-01 22:33:24.099112+00:00,closed,False,39.86270186666666,21,4,12,True,False,Croma bus stop near  Tata ac vehicle off road traffic no problem sir,2023-12-01 22:33:24.099667+00:00
FKID006410,unplanned,vehicle_breakdown,13.0155673,77.5633378,"CV Raman Road, CNR Rao Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",Tumkur Road,TataInstituteCircle,West Zone 2,Sadashivanagar,High,False,lcv,2023-12-02 02:52:08.441000+00:00,,,closed,False,,2,5,12,True,False,Due to tyre burst sir,2023-12-02 05:35:48.189607+00:00
FKID006411,unplanned,vehicle_breakdown,13.0155868,77.5632866,"CV Raman Road, BHEL Township, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Tumkur Road,TataInstituteCircle,West Zone 2,Sadashivanagar,High,False,lcv,2023-12-02 02:53:50.753000+00:00,,,closed,False,,2,5,12,True,False,Due to tyre burst sir,2023-12-02 05:35:48.202841+00:00
FKID006416,unplanned,vehicle_breakdown,13.0391417,77.5896083,"2nd Main Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,HebbalFlyoverJunc,North Zone 2,Kodigehalli,High,False,lcv,2023-12-02 06:09:14.932000+00:00,,2023-12-02 06:17:11.532078+00:00,closed,False,7.9433346333333334,6,5,12,True,False,Fuel drain,2023-12-02 06:17:11.532695+00:00
FKID006418,unplanned,vehicle_breakdown,13.0348604,77.5295743,"12th Main Road, Block 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Tumkur Road,SRS Peenya Junc,West Zone 1,Peenya,High,False,lcv,2023-12-02 08:01:46.295000+00:00,,2023-12-02 08:17:04.660877+00:00,closed,False,15.30609795,8,5,12,True,False,Peenya flyover incoming peenya [LOCATION] station near lgv off road vehicles one side moving.,2023-12-02 08:17:04.661499+00:00
FKID006425,unplanned,vehicle_breakdown,12.9721457,77.6194894,"Trinity Church Road, Trinity Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Old Madras Road,TrinityCircle,Central Zone 1,Halasur,High,False,lcv,2023-12-02 20:44:05.120000+00:00,,,closed,False,,20,5,12,True,False,Vehicle breakdown sir no problem to traffic movement sir,2023-12-02 23:35:47.656734+00:00
FKID006442,unplanned,vehicle_breakdown,12.9531981,77.5418085,"Mysore Road, Iyannashetty Layout, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",Mysore Road,SatteliteBusStandJunc,West Zone 2,Byatarayanapura,High,False,lcv,2023-12-03 00:45:40.817000+00:00,,2023-12-03 01:04:45.904616+00:00,closed,False,19.0847936,0,6,12,True,False,Fuel problem,2023-12-03 01:04:45.905156+00:00
FKID006455,unplanned,vehicle_breakdown,12.8696266,77.6544993,"2nd Cross Road, Navami Funique, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",Hosur Road,NaganathapuraJunction,South Zone 1,Electronic City,High,False,lcv,2023-12-03 08:06:51.278000+00:00,,2023-12-03 09:06:24.304600+00:00,closed,False,59.550443333333334,8,6,12,True,False,Bolero vehical puncher on ec flyover towards City nera hoasraod metro station sir,2023-12-03 09:06:24.305098+00:00
FKID006460,unplanned,vehicle_breakdown,13.0172915,77.5607419,"MS Ramaiah Road, Embassy Heritage Apartment, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Tumkur Road,MS RamaiahJunc(TollGate),West Zone 2,Sadashivanagar,High,False,lcv,2023-12-03 19:23:10.470000+00:00,,,closed,False,,19,6,12,True,False,Engine problem,2023-12-03 21:35:47.462866+00:00
FKID006469,unplanned,vehicle_breakdown,12.9720341,77.6195253,"Trinity Church Road, Trinity Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Old Madras Road,TrinityCircle,Central Zone 1,Halasur,High,False,lcv,2023-12-04 03:08:41.020000+00:00,,2023-12-04 03:44:20.163744+00:00,closed,False,35.652395733333336,3,0,12,True,False,Trinity junction traffic moment normal sir,2023-12-04 03:44:21.772278+00:00
FKID006480,unplanned,vehicle_breakdown,12.9538997,77.5433473,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",Mysore Road,SatteliteBusStandJunc,West Zone 2,Byatarayanapura,High,False,lcv,2023-12-04 17:40:42.575000+00:00,,,closed,False,,17,0,12,True,False,Gear problem,2023-12-04 20:35:48.003539+00:00
FKID006493,unplanned,vehicle_breakdown,12.9930741,77.5953395,"Millers Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Non-corridor,ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),Central Zone 2,High ground,Low,False,lcv,2023-12-05 03:45:23.856000+00:00,,2023-12-05 06:06:16.582705+00:00,closed,False,140.87877841666665,3,1,12,False,True,"[LOCATION] problem, towords javamahal road",2023-12-05 06:06:16.583281+00:00
FKID006500,unplanned,vehicle_breakdown,13.0414092,77.5170524,"Mumbai Bengaluru Highway, Netaji Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",Tumkur Road,JalahalliCross(SM Circle),North Zone 2,Chikkabanavara,High,False,lcv,2023-12-05 09:50:05.647000+00:00,,,closed,False,,9,1,12,True,False,Peenya flyover outgoing lgv off road due to axel cut vehicles one side moving towards nelamangala.,2023-12-05 12:35:47.732781+00:00
FKID006520,unplanned,vehicle_breakdown,12.9794645,77.5729979,"Dhanvanthri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",Non-corridor,KhodaysCircle(DV UrsCircle),Central Zone 2,Upparpet,Low,False,lcv,2023-12-05 22:56:43.487000+00:00,,,closed,False,,22,1,12,False,True,Vehicle breakdown,2023-12-06 01:35:47.877934+00:00
FKID006535,unplanned,vehicle_breakdown,12.9889233,77.5081603,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",Magadi Road,Srigandakaval,West Zone 1,Kamakshipalya,High,False,lcv,2023-12-06 05:27:20.266000+00:00,,2023-12-06 07:32:36.578056+00:00,closed,False,125.2718676,5,2,12,True,False,Vehicle starting air problem,2023-12-06 07:32:36.578794+00:00
FKID006552,unplanned,vehicle_breakdown,12.9413783,77.5975317,"Hosur Road, NIMHANS Junction, NIMHANS, Bengaluru, Karnataka. Pin-560029 (India)",Non-corridor,NIMHANS Junction,South Zone 2,Wilson Garden,Low,False,lcv,2023-12-06 23:20:16.057000+00:00,,,closed,False,,23,2,12,False,True,,2023-12-07 01:35:47.909467+00:00
FKID006558,unplanned,vehicle_breakdown,13.0423424,77.5147078,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",Tumkur Road,Chokasandra (Tumkur road),West Zone 1,Peenya,High,False,lcv,2023-12-07 02:05:53.038000+00:00,,,closed,False,,2,3,12,True,False,LGVBreak Down SIR,2023-12-07 04:35:47.926173+00:00
FKID006572,unplanned,vehicle_breakdown,12.9639082,77.5819049,"Silver Jubilee Park Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",Mysore Road,ShivajiTalkiesJunc,Central Zone 2,Halasuru Gate,High,False,lcv,2023-12-07 04:25:28.465000+00:00,,2023-12-07 04:27:59.841250+00:00,closed,False,2.5229375,4,3,12,True,False,,2023-12-07 04:27:59.841777+00:00
FKID006574,unplanned,vehicle_breakdown,12.9949399,77.6081378,"Haines Road, Prestige Deja Vu, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",Non-corridor,HainsJunc,North Zone 1,Pulikeshinagar(F.Town),Low,False,lcv,2023-12-07 04:42:00.239000+00:00,,,closed,False,,4,3,12,False,True,Clutch plate problem,2023-12-07 07:35:47.720268+00:00
FKID006576,unplanned,vehicle_breakdown,12.9594013,77.7012209,"Marathahalli Underpass, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Varthur Road,MaratahalliBridgeJunc,East Zone 1,HAL Old Airport,High,False,lcv,2023-12-07 05:00:41.432000+00:00,,,closed,False,,5,3,12,False,False,ಮಾರತಳ್ಳಿ [LOCATION] ಪಾಸ್ ಸ್ಟಾರ್ಟಿಂಗ್ ಪ್ರಾಬ್ಲಮ್ ವೆಹಿಕಲ್ ಅಪ್ ಲೋಡ್ ಆಗಿದೆ,2023-12-07 07:35:47.760780+00:00
FKID006609,unplanned,vehicle_breakdown,13.0290894,77.5405327,"Vivanta By Taj Yeshwantpur Entry Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Tumkur Road,GoruguntepalyaJunc,West Zone 1,Yeshwanthpura,High,False,lcv,2023-12-08 05:30:51.353000+00:00,,2023-12-08 06:13:51.513583+00:00,closed,False,43.00267638333333,5,4,12,True,False,Clutch plate problem,2023-12-08 06:13:51.514092+00:00
FKID006613,unplanned,vehicle_breakdown,12.9967908,77.6141053,"Mosque Road, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",Non-corridor,SindhiColonyJunction,North Zone 1,Pulikeshinagar(F.Town),Low,False,lcv,2023-12-08 07:49:59.549000+00:00,,2023-12-08 08:57:29.123817+00:00,closed,False,67.49291361666667,7,4,12,False,True,Breakdown,2023-12-08 08:57:29.125132+00:00
FKID006687,unplanned,vehicle_breakdown,12.9845704,77.5973823,"Queens Road, SG Balekundry Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",CBD 2,IndianExpressJunction,Central Zone 2,Shivajinagar,High,False,lcv,2023-12-10 19:17:49.053000+00:00,,,closed,False,,19,6,12,True,False,,2023-12-10 21:35:48.003282+00:00
FKID006711,unplanned,vehicle_breakdown,12.8579389,77.6620332,"NICE Road, Greenfinch Vallerian, Beretana Agarhara, Bengaluru, Karnataka. Pin-560100 (India)",Non-corridor,ElectronicCityGate-2Junc,,Electronic City,Low,False,lcv,2023-12-11 22:34:32.915000+00:00,,2023-12-11 23:44:02.194550+00:00,closed,False,69.4879925,22,0,12,False,True,Lgv offroad toward husharu on nice road sir,2023-12-11 23:44:02.356775+00:00
FKID006713,unplanned,vehicle_breakdown,13.0305009,77.5403726,"Outer Ring Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Tumkur Road,GoruguntepalyaJunc,West Zone 1,Yeshwanthpura,High,False,lcv,2023-12-12 00:09:43.401000+00:00,,2023-12-12 00:24:56.241947+00:00,closed,False,15.214015783333334,0,1,12,True,False,@taj hotel back gate off road LGV vichicle mes road sir,2023-12-12 00:24:56.242491+00:00
FKID006729,unplanned,vehicle_breakdown,13.0248829,77.5112264,"3rd Main Road, Chakkasandra, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Non-corridor,NTTF JunctionPeenya,West Zone 1,Peenya,Low,False,lcv,2023-12-12 07:07:40.610000+00:00,,2023-12-12 08:28:59.638931+00:00,closed,False,81.31714885,7,1,12,False,True,Peenya NTTF junction LGV vehicle off road due to starting problem. Towards 14th cross to [LOCATION] junction.,2023-12-12 08:28:59.639513+00:00
FKID006754,unplanned,vehicle_breakdown,12.9487705,77.5356957,"Mysore Road, Helmet Junction, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",Mysore Road,KIMCO Junction,West Zone 2,Byatarayanapura,High,False,lcv,2023-12-13 16:20:02.388000+00:00,,,closed,False,,16,2,12,True,False,Incoming side opposite BHEL 1st gate at present traffic no problem,2023-12-13 18:35:47.799060+00:00
FKID006778,unplanned,vehicle_breakdown,12.9658372,77.6046388,"Wellington Street, Spartan Heights Apartments, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",Mysore Road,Ashoknagar Junction(ShoolayCircle),Central Zone 1,Ashok Nagar,High,False,lcv,2023-12-14 04:24:28.040000+00:00,,2023-12-14 06:28:05.652783+00:00,closed,False,123.62687971666666,4,3,12,True,False,"[LOCATION] road ನಲ್ಲಿ ಒಂದು LGV ವಾಹನ upset ಆಗಿದ್ದು ಯಾವುದೇ ಪ್ರಾಣಹಾನಿ ಆಗಿರುವುದಿಲ್ಲ.ಸಂಚಾರ ಸ್ವಲ್ಪ ನಿಧಾನವಾಗಿದ್ದು, crane ನಲ್ಲಿ ಪಕ್ಕಕ್ಕೇ ಹಾಕಿಸಲಾಗುವುದು ಸರ್",2023-12-14 06:28:05.653270+00:00
FKID006788,unplanned,vehicle_breakdown,13.0389132,77.5901535,"3rd Main Road, Khaneshumaari, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,HebbalFlyoverJunc,North Zone 2,Hebbala,High,False,lcv,2023-12-14 06:46:09.028000+00:00,,,closed,False,,6,3,12,True,False,Clutch problem,2023-12-14 09:35:47.858416+00:00
FKID006797,unplanned,vehicle_breakdown,13.0805574,77.5930406,"Bellary Road, NCC Urban Windsor, Yashoda Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560065 (India)",Bellary Road 2,YelhankaBypass,North Zone 1,Yelahanka,High,True,lcv,2023-12-14 19:47:44.505000+00:00,,,closed,False,,19,3,12,True,False,Sir A LGV offroad dueto type puncher at jakkuru airodrum on flyover towards airports sir.,2023-12-14 22:35:48.177913+00:00
FKID006812,unplanned,vehicle_breakdown,12.97378758,77.57801069,"B.V.K. Iyengar Road, Anchepet, 560053, Chickpet, Bengaluru, Bengaluru Urban, Karnataka, India",Non-corridor,SagarTheatreJunc,Central Zone 2,Upparpet,Low,True,lcv,2023-12-14 17:25:46+00:00,2023-12-17 04:28:46+00:00,,closed,False,3543.0,17,3,12,False,True,demo,2023-12-15 02:35:47.625777+00:00
FKID006831,unplanned,vehicle_breakdown,12.9457717,77.5273583,"Dr Rajkumar Puniya Bhoomi Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",ORR West 1,MysoreRd-RingRdJunc(Nayandanahallii),West Zone 2,Byatarayanapura,High,False,lcv,2023-12-15 19:36:02.255000+00:00,,2023-12-15 20:52:13.286821+00:00,closed,False,76.18386368333333,19,4,12,True,False,Due to vehicle tyre blost traffic no problem. Nayandahalli flyover towords Nagabhavi,2023-12-15 20:52:13.287334+00:00
FKID006889,unplanned,vehicle_breakdown,12.9608507,77.5884066,"2nd Cross Road, Purva Orient Grand, CKC Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Non-corridor,PurnimaTheaterJunc,Central Zone 2,Halasuru Gate,Low,False,lcv,2023-12-16 02:39:46.155000+00:00,,,closed,False,,2,5,12,False,True,....,2023-12-16 05:35:47.736842+00:00
FKID006929,unplanned,vehicle_breakdown,12.9255101,77.6173565,"1st Main Road, Madiwala Junction, Madivala, Bengaluru, Karnataka. Pin-560068 (India)",Hosur Road,AyyappaTempleJunc,South Zone 2,Madiwala,High,False,lcv,2023-12-16 06:24:25.690000+00:00,,,closed,False,,6,5,12,True,False,Sp road towerds ayyappa under pass alli break fail agiddu towing vechil baratha eddu 10 minute alli remove maadalaguvadu sir,2023-12-16 08:35:48.127320+00:00
FKID006931,unplanned,vehicle_breakdown,12.9364705,77.5182299,"Mysore Road, Rajarajeshwari Junction, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",Mysore Road,RajeshwariJunc,West Zone 1,Byatarayanapura,High,False,lcv,2023-12-16 06:36:23.420000+00:00,,,closed,False,,6,5,12,True,False,,2023-12-16 09:35:47.949549+00:00
FKID006934,unplanned,vehicle_breakdown,13.0131711,77.5837285,"Bellary Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",Bellary Road 1,MekhriCircle,West Zone 2,Sadashivanagar,High,False,lcv,2023-12-16 09:37:35.848000+00:00,,2023-12-16 10:52:34.723817+00:00,closed,False,74.98126361666667,9,5,12,True,False,"LGV vehicle off-road in stock 15 underpass outgoing side.  Moved to side, traffic movement slow",2023-12-16 10:52:34.724326+00:00
FKID007018,unplanned,vehicle_breakdown,13.0711139,77.5924861,"RK Road Number 7, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,JakkurCrossJunction,North Zone 1,Kodigehalli,High,False,lcv,2023-12-19 04:35:34.081000+00:00,,,closed,False,,4,1,12,True,False,Lgv offroad sir,2023-12-19 06:35:48.113481+00:00
FKID007032,unplanned,vehicle_breakdown,12.8925403,77.5987305,"Bannerghatta Main Road, RMZ Futura, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",Bannerghata Road,ArakereGateJunc,South Zone 2,J.P. Nagar,High,False,lcv,2023-12-19 07:10:50.046000+00:00,,,closed,False,,7,1,12,False,False,Fortis hospital opposite lgv off road due to starting problem have left side no problem to traffic from [LOCATION] to hsbc junction sir,2023-12-19 09:35:47.691970+00:00
FKID007045,unplanned,vehicle_breakdown,13.0373812,77.6273298,"14th Main Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,Nagavara-ORR Junction,North Zone 1,Hennuru,High,False,lcv,2023-12-20 19:40:50.324000+00:00,,,closed,False,,19,2,12,True,False,,2023-12-20 22:35:48.019310+00:00
FKID007048,unplanned,vehicle_breakdown,13.0375218,77.5227216,"Mumbai Bengaluru Highway, Namma Metro Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Tumkur Road,PeenyaPoliceStation,West Zone 1,Peenya,High,False,lcv,2023-12-20 00:40:22.222000+00:00,,,closed,False,,0,2,12,True,False,Peenya ps on flyover goods auto off-road  Parle toll traffic one side movement,2023-12-20 03:35:47.705327+00:00
FKID007055,unplanned,vehicle_breakdown,12.9793739,77.6021749,"Cubbon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Old Madras Road,Shivajinagar(BRV)Junction,Central Zone 2,Shivajinagar,High,False,lcv,2023-12-20 06:32:26.741000+00:00,,,closed,False,,6,2,12,True,False,Good auto punchered near [LOCATION] traffic no problem sir,2023-12-20 08:35:47.828872+00:00
FKID007059,unplanned,vehicle_breakdown,13.0374095,77.6273374,"14th Main Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,Nagavara-ORR Junction,North Zone 1,Hennuru,High,False,lcv,2023-12-20 19:42:50.850000+00:00,,,closed,False,,19,2,12,True,False,,2023-12-20 22:35:47.988413+00:00
FKID007060,unplanned,vehicle_breakdown,13.0373806,77.6273317,"14th Main Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,Nagavara-ORR Junction,North Zone 1,Hennuru,High,False,lcv,2023-12-20 19:45:45.137000+00:00,,,closed,False,,19,2,12,True,False,No,2023-12-20 22:35:48.003632+00:00
FKID007071,unplanned,vehicle_breakdown,12.9815094,77.6310739,"Old Madras Road, Corporation Colony, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",Old Madras Road,AnjaneyaTempleJunc,Central Zone 1,Halasur,High,False,lcv,2023-12-20 23:36:38.813000+00:00,,,closed,False,,23,2,12,True,False,Lgv vehicle off road at [LOCATION] normal ede sir,2023-12-21 02:35:47.566549+00:00
FKID007072,unplanned,vehicle_breakdown,12.9820774,77.5700018,"Bhashyam Main Road, Shastri Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560020 (India)",Non-corridor,PlatformRdJunction,Central Zone 2,Sheshadripuram,Low,True,lcv,2023-12-21 00:08:34.352000+00:00,,,closed,False,,0,3,12,False,True,,2023-12-21 02:35:47.602028+00:00
